Referencia        CodPro Descricao do Produto            001 Estoque DISPONIVEL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
101113126G0019    000011 VINIL ORACAL 651G - 019                                    189,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0020    000010 VINIL ORACAL 651G - 020                                    220,500                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0021    000016 VINIL ORACAL 651G - 021                                    258,300                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101130126G0022    000522 VINIL ORACAL 651G - 022                                     63,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0023    000009 VINIL ORACAL 651G - 023                                    126,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0025    000012 VINIL ORACAL 651G - 025                                    289,800                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0026    000013 VINIL ORACAL 651G - 026                                    359,100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0030    000014 VINIL ORACAL 651G - 030                                    201,600                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0031    000015 VINIL ORACAL 651G - 031                                    321,300                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0032    000017 VINIL ORACAL 651G - 032                                    252,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0035    000018 VINIL ORACAL 651G - 035                                    245,700                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0036    000019 VINIL ORACAL 651G - 036                                    378,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0040    000020 VINIL ORACAL 651G - 040                                    119,700                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0041    000021 VINIL ORACAL 651G - 041                                    214,200                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0042    000022 VINIL ORACAL 651G - 042                                    119,700                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0043    000006 VINIL ORACAL 651G - 043                                    233,100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0045    000007 VINIL ORACAL 651G - 045                                     88,200                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0047    000004 VINIL ORACAL 651G - 047                                    497,700                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0049    000005 VINIL ORACAL 651G - 049                                    516,600                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0050    000008 VINIL ORACAL 651G - 050                                    207,900                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0051    000023 VINIL ORACAL 651G - 051                                    195,300                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0052    000024 VINIL ORACAL 651G - 052                                    119,435                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0053    000025 VINIL ORACAL 651G - 053                                    170,100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
